zip,city,state,county,latitude,longitude
94510,Benicia,CA,Solano,38.098071,-122.135940
94511,Bethel Island,CA,Contra Costa,38.029003,-121.640566
94512,Birds Landing,CA,Solano,38.134852,-121.834156
94513,Brentwood,CA,Contra Costa,37.922228,-121.668359
94514,Byron,CA,Contra Costa,37.826372,-121.622546
94515,Calistoga,CA,Napa,38.634822,-122.615051
94517,Clayton,CA,Contra Costa,37.890221,-121.878359
94518,Concord,CA,Contra Costa,37.950359,-122.022034
94519,Concord,CA,Contra Costa,37.988460,-122.013040
94520,Concord,CA,Contra Costa,37.995283,-122.040625
94521,Concord,CA,Contra Costa,37.956008,-121.956195
94523,Pleasant Hill,CA,Contra Costa,37.954141,-122.076124
94525,Crockett,CA,Contra Costa,38.052951,-122.232094
94526,Danville,CA,Contra Costa,37.814613,-121.990551
94530,El Cerrito,CA,Contra Costa,37.921552,-122.298347
94533,Fairfield,CA,Solano,38.280863,-122.006681
94535,Travis Afb,CA,Solano,38.282221,-121.924715
94536,Fremont,CA,Alameda,37.570508,-121.981250
94538,Fremont,CA,Alameda,37.505768,-121.962473
94539,Fremont,CA,Alameda,37.516911,-121.911763
94541,Hayward,CA,Alameda,37.673946,-122.084820
94542,Hayward,CA,Alameda,37.659883,-122.037142
94544,Hayward,CA,Alameda,37.633820,-122.057200
94545,Hayward,CA,Alameda,37.605905,-122.126873
94546,Castro Valley,CA,Alameda,37.714509,-122.079542
94547,Hercules,CA,Contra Costa,38.009937,-122.261851
94549,Lafayette,CA,Contra Costa,37.897009,-122.114292
94550,Livermore,CA,Alameda,37.526661,-121.583391
94552,Castro Valley,CA,Alameda,37.722720,-122.021552
94553,Pacheco,CA,Contra Costa,37.993892,-122.136441
94555,Fremont,CA,Alameda,37.548123,-122.098635
94556,Moraga,CA,Contra Costa,37.840669,-122.114936
94558,Spanish Flat,CA,Napa,38.442011,-122.238320
94559,Napa,CA,Napa,38.245729,-122.313395
94560,Newark,CA,Alameda,37.504141,-122.032359
94561,Oakley,CA,Contra Costa,37.993936,-121.691139
94563,Orinda,CA,Contra Costa,37.879921,-122.184572
94564,Pinole,CA,Contra Costa,37.994038,-122.282589
94565,Shore Acres,CA,Contra Costa,38.014576,-121.906255
94566,Pleasanton,CA,Alameda,37.648117,-121.849958
94567,Pope Valley,CA,Napa,38.706906,-122.393997
94568,Dublin,CA,Alameda,37.717399,-121.913048
94569,Port Costa,CA,Contra Costa,38.044258,-122.198765
94571,Rio Vista,CA,Solano,38.148862,-121.737696
94572,Rodeo,CA,Contra Costa,38.032719,-122.252247
94574,Saint Helena,CA,Napa,38.542448,-122.419923
94576,Deer Park,CA,Napa,38.549425,-122.476383
94577,San Leandro,CA,Alameda,37.713275,-122.167350
94578,San Leandro,CA,Alameda,37.706137,-122.125551
94579,San Leandro,CA,Alameda,37.686491,-122.157201
94580,San Lorenzo,CA,Alameda,37.675731,-122.133017
94583,San Ramon,CA,Contra Costa,37.755505,-121.973009
94585,Suisun City,CA,Solano,38.192498,-121.927529
94586,Sunol,CA,Alameda,37.574590,-121.853708
94587,Union City,CA,Alameda,37.603156,-122.018638
94588,Pleasanton,CA,Alameda,37.792682,-121.860590
94589,American Canyon,CA,Solano,38.187350,-122.224074
94590,Vallejo,CA,Solano,38.103234,-122.249096
94591,Vallejo,CA,Solano,38.122869,-122.196863
94592,Mare Island,CA,Solano,38.089730,-122.277394
94595,Walnut Creek,CA,Contra Costa,37.871953,-122.069386
94596,Walnut Creek,CA,Contra Costa,37.889079,-122.037560
94598,Walnut Creek,CA,Contra Costa,37.899935,-121.999244
94599,Yountville,CA,Napa,38.409878,-122.361511
94601,Oakland,CA,Alameda,37.775545,-122.218705
94602,Oakland,CA,Alameda,37.804320,-122.207545
94603,Oakland,CA,Alameda,37.736531,-122.179454
94605,Oakland,CA,Alameda,37.761409,-122.150198
94606,Oakland,CA,Alameda,37.791887,-122.245334
94607,Oakland,CA,Alameda,37.807211,-122.301491
94608,Emeryville,CA,Alameda,37.836817,-122.289569
94609,Oakland,CA,Alameda,37.834391,-122.264374
94610,Oakland,CA,Alameda,37.811406,-122.242458
94611,Piedmont,CA,Alameda,37.829483,-122.203393
94612,Oakland,CA,Alameda,37.808800,-122.269195
94618,Piedmont,CA,Alameda,37.843962,-122.238110
94619,Oakland,CA,Alameda,37.781467,-122.132380
94621,Oakland,CA,Alameda,37.748272,-122.216825
94702,Berkeley,CA,Alameda,37.865784,-122.286326
94703,Berkeley,CA,Alameda,37.863906,-122.275640
94704,Berkeley,CA,Alameda,37.866536,-122.257995
94705,Berkeley,CA,Alameda,37.865177,-122.238209
94706,Albany,CA,Alameda,37.889704,-122.295526
94707,Kensington,CA,Alameda,37.898189,-122.279130
94708,Kensington,CA,Alameda,37.902944,-122.261795
94709,Berkeley,CA,Alameda,37.879234,-122.266839
94710,Berkeley,CA,Alameda,37.863914,-122.306465
94801,Richmond,CA,Contra Costa,37.952844,-122.381974
94803,El Sobrante,CA,Contra Costa,37.959540,-122.283555
94804,Richmond,CA,Contra Costa,37.916555,-122.341233
94805,Richmond,CA,Contra Costa,37.942791,-122.322933
94806,San Pablo,CA,Contra Costa,37.980790,-122.337627
94901,San Rafael,CA,Marin,37.978316,-122.496839
94903,Civic Center,CA,Marin,38.022366,-122.555605
94904,Kentfield,CA,Marin,37.945512,-122.560120
94920,Belvedere,CA,Marin,37.885629,-122.468580
94922,Bodega,CA,Sonoma,38.344946,-122.948799
94923,Bodega Bay,CA,Sonoma,38.339953,-123.035056
94924,Bolinas,CA,Marin,37.943087,-122.723790
94925,Corte Madera,CA,Marin,37.932145,-122.507735
94928,Rohnert Park,CA,Sonoma,38.346420,-122.694127
94929,Dillon Beach,CA,Marin,38.252420,-122.962717
94930,Fairfax,CA,Marin,37.943962,-122.616418
94931,Cotati,CA,Sonoma,38.324132,-122.714633
94933,Forest Knolls,CA,Marin,38.012599,-122.687477
94937,Inverness,CA,Marin,38.116188,-122.930234
94938,Lagunitas,CA,Marin,38.029069,-122.726523
94939,Larkspur,CA,Marin,37.937082,-122.532369
94940,Marshall,CA,Marin,38.178590,-122.883126
94941,Mill Valley,CA,Marin,37.897529,-122.562961
94945,Novato,CA,Marin,38.134068,-122.527190
94946,Nicasio,CA,Marin,38.082829,-122.671527
94947,Novato,CA,Marin,38.112166,-122.634384
94949,Novato,CA,Marin,38.067203,-122.524004
94950,Olema,CA,Marin,38.024884,-122.759933
94951,Penngrove,CA,Sonoma,38.320861,-122.646138
94952,Petaluma,CA,Sonoma,38.234553,-122.760385
94954,Petaluma,CA,Sonoma,38.235021,-122.557332
94956,Point Reyes Stat,CA,Marin,38.045857,-122.861209
94960,San Anselmo,CA,Marin,37.995864,-122.577814
94963,San Geronimo,CA,Marin,38.013719,-122.670120
94964,San Quentin,CA,Marin,37.943257,-122.492151
94965,Sausalito,CA,Marin,37.852904,-122.547207
94970,Stinson Beach,CA,Marin,37.914513,-122.646890
94971,Tomales,CA,Marin,38.231532,-122.928251
94972,Valley Ford,CA,Sonoma,38.292103,-122.971069
94973,Woodacre,CA,Marin,38.012697,-122.639598
95002,Alviso,CA,Santa Clara,37.438525,-122.011246
95003,Aptos,CA,Santa Cruz,37.011154,-121.881646
95004,Aromas,CA,Monterey,36.874753,-121.630730
95005,Ben Lomond,CA,Santa Cruz,37.099415,-122.091668
95006,Boulder Creek,CA,Santa Cruz,37.171267,-122.149524
95007,Brookdale,CA,Santa Cruz,37.104964,-122.106903
95008,Campbell,CA,Santa Clara,37.278563,-121.955101
95010,Capitola,CA,Santa Cruz,36.976175,-121.953160
95012,Castroville,CA,Monterey,36.784482,-121.759054
95014,Monte Vista,CA,Santa Clara,37.306610,-122.080628
95017,Davenport,CA,Santa Cruz,37.114335,-122.237162
95018,Felton,CA,Santa Cruz,37.074092,-122.059371
95019,Freedom,CA,Santa Cruz,36.935538,-121.783134
95020,Gilroy,CA,Santa Clara,37.018419,-121.554249
95023,Hollister,CA,San Benito,36.902045,-121.350783
95030,Monte Sereno,CA,Santa Clara,37.222788,-121.983274
95032,Los Gatos,CA,Santa Clara,37.216822,-121.926548
95033,Zcta 95033,CA,Santa Cruz,37.161320,-121.984916
95035,Milpitas,CA,Santa Clara,37.443638,-121.874953
95037,Morgan Hill,CA,Santa Clara,37.174063,-121.598747
95039,Moss Landing,CA,Monterey,36.828150,-121.776583
95041,Mount Hermon,CA,Santa Cruz,37.050419,-122.057816
95043,Paicines,CA,San Benito,36.525703,-120.952122
95045,San Juan Bautist,CA,San Benito,36.825745,-121.518587
95046,San Martin,CA,Santa Clara,37.099308,-121.599240
95050,Santa Clara,CA,Santa Clara,37.351158,-121.952295
95051,Santa Clara,CA,Santa Clara,37.348651,-121.984376
95054,Santa Clara,CA,Santa Clara,37.393490,-121.964672
95060,Scotts Valley,CA,Santa Cruz,37.036461,-122.121751
95062,Santa Cruz,CA,Santa Cruz,36.970525,-121.987488
95064,Santa Cruz,CA,Santa Cruz,36.991107,-122.059022
95065,Santa Cruz,CA,Santa Cruz,37.031472,-121.983340
95066,Scotts Valley,CA,Santa Cruz,37.067923,-122.013990
95070,Saratoga,CA,Santa Clara,37.257287,-122.045164
95073,Soquel,CA,Santa Cruz,37.042254,-121.930051
95076,La Selva Beach,CA,Santa Cruz,36.946256,-121.756479
95110,San Jose,CA,Santa Clara,37.346608,-121.909871
95111,San Jose,CA,Santa Clara,37.283111,-121.826245
95112,San Jose,CA,Santa Clara,37.344507,-121.883537
95113,San Jose,CA,Santa Clara,37.333707,-121.891049
95116,San Jose,CA,Santa Clara,37.350466,-121.852602
95117,San Jose,CA,Santa Clara,37.311181,-121.961870
95118,San Jose,CA,Santa Clara,37.255519,-121.889982
95119,San Jose,CA,Santa Clara,37.230059,-121.785100
95120,San Jose,CA,Santa Clara,37.186141,-121.843554
95121,San Jose,CA,Santa Clara,37.304151,-121.809861
95122,San Jose,CA,Santa Clara,37.328700,-121.835328
95123,San Jose,CA,Santa Clara,37.244238,-121.831604
95124,San Jose,CA,Santa Clara,37.256766,-121.922764
95125,San Jose,CA,Santa Clara,37.295096,-121.891430
95126,San Jose,CA,Santa Clara,37.326803,-121.916765
95127,San Jose,CA,Santa Clara,37.371079,-121.800706
95128,San Jose,CA,Santa Clara,37.315976,-121.936313
95129,San Jose,CA,Santa Clara,37.305740,-122.000913
95130,San Jose,CA,Santa Clara,37.277121,-121.986132
95131,San Jose,CA,Santa Clara,37.387105,-121.897415
95132,San Jose,CA,Santa Clara,37.424655,-121.748410
95133,San Jose,CA,Santa Clara,37.371645,-121.860764
95134,San Jose,CA,Santa Clara,37.427650,-121.945415
95135,San Jose,CA,Santa Clara,37.286454,-121.688360
95136,San Jose,CA,Santa Clara,37.270058,-121.851333
95138,San Jose,CA,Santa Clara,37.246621,-121.733840
95139,San Jose,CA,Santa Clara,37.224914,-121.764075
95140,Mount Hamilton,CA,Santa Clara,37.393503,-121.620009
95148,San Jose,CA,Santa Clara,37.335987,-121.777603
95202,Stockton,CA,San Joaquin,37.959736,-121.288287
95203,Stockton,CA,San Joaquin,37.952452,-121.329655
95204,Stockton,CA,San Joaquin,37.973736,-121.319246
95205,Stockton,CA,San Joaquin,37.964578,-121.259841
95206,Stockton,CA,San Joaquin,37.918854,-121.417427
95207,Stockton,CA,San Joaquin,38.002125,-121.324979
95209,Stockton,CA,San Joaquin,38.047665,-121.351122
95210,Stockton,CA,San Joaquin,38.030178,-121.297912
95212,Stockton,CA,San Joaquin,38.049939,-121.232970
95215,Stockton,CA,San Joaquin,37.949421,-121.157283
95219,Stockton,CA,San Joaquin,38.051726,-121.483036
95220,Acampo,CA,San Joaquin,38.200231,-121.235034
95221,Altaville,CA,Calaveras,38.092294,-120.535316
95222,Angels Camp,CA,Calaveras,38.071327,-120.632221
95223,Bear Valley,CA,Calaveras,38.428475,-119.983134
95224,Avery,CA,Calaveras,38.231324,-120.322688
95225,Burson,CA,Calaveras,38.198402,-120.886271
95226,Campo Seco,CA,Calaveras,38.228993,-120.856700
95227,Clements,CA,San Joaquin,38.207403,-121.052489
95228,Copperopolis,CA,Calaveras,37.933295,-120.706670
95230,Farmington,CA,San Joaquin,38.000494,-120.898152
95231,French Camp,CA,San Joaquin,37.873283,-121.292034
95232,Glencoe,CA,Calaveras,38.355338,-120.594018
95233,Hathaway Pines,CA,Calaveras,38.161669,-120.368144
95236,Linden,CA,San Joaquin,38.029730,-121.023890
95237,Lockeford,CA,San Joaquin,38.161540,-121.150340
95240,Lodi,CA,San Joaquin,38.114388,-121.144658
95242,Lodi,CA,San Joaquin,38.137068,-121.384546
95245,Mokelumne Hill,CA,Calaveras,38.299257,-120.626706
95246,Mountain Ranch,CA,Calaveras,38.232845,-120.515637
95247,Murphys,CA,Calaveras,38.138539,-120.452903
95249,San Andreas,CA,Calaveras,38.189115,-120.638708
95250,Sheepranch,CA,Calaveras,38.237834,-120.428658
95251,Vallecito,CA,Calaveras,38.077689,-120.449079
95252,Valley Springs,CA,Calaveras,38.149816,-120.846670
95254,Wallace,CA,Calaveras,38.192608,-120.957842
95255,West Point,CA,Calaveras,38.419902,-120.474458
95257,Wilseyville,CA,Calaveras,38.379703,-120.448000
95258,Woodbridge,CA,San Joaquin,38.169605,-121.310963
95301,Atwater,CA,Merced,37.321154,-120.636719
95303,Ballico,CA,Merced,37.470288,-120.671083
95305,Big Oak Flat,CA,Tuolumne,37.794225,-120.269140
95306,Catheys Valley,CA,Mariposa,37.392622,-120.127607
95307,Ceres,CA,Stanislaus,37.554269,-120.951523
95310,Columbia,CA,Tuolumne,38.085839,-120.378550
95311,Coulterville,CA,Mariposa,37.705084,-120.082158
95312,Cressey,CA,Merced,37.421071,-120.652983
95313,Crows Landing,CA,Stanislaus,37.431392,-121.051294
95315,Delhi,CA,Merced,37.421900,-120.769282
95316,Denair,CA,Stanislaus,37.553376,-120.714055
95317,El Nido,CA,Merced,37.127380,-120.506433
95318,El Portal,CA,Mariposa,37.653372,-119.784117
95320,Escalon,CA,San Joaquin,37.825598,-121.005157
95321,Groveland,CA,Tuolumne,37.854734,-120.014557
95322,Gustine,CA,Merced,37.166199,-121.024432
95323,Hickman,CA,Stanislaus,37.608303,-120.685156
95324,Hilmar,CA,Merced,37.394536,-120.890747
95325,Hornitos,CA,Mariposa,37.479885,-120.230418
95326,Hughson,CA,Stanislaus,37.588918,-120.855236
95327,Jamestown,CA,Tuolumne,37.861626,-120.480322
95328,Keyes,CA,Stanislaus,37.558453,-120.909880
95329,La Grange,CA,Tuolumne,37.666587,-120.411517
95330,Lathrop,CA,San Joaquin,37.809477,-121.315116
95333,Le Grand,CA,Merced,37.242232,-120.240442
95334,Livingston,CA,Merced,37.347307,-120.742627
95335,Cold Springs,CA,Tuolumne,38.125078,-120.092801
95336,Manteca,CA,San Joaquin,37.830267,-121.201018
95337,Manteca,CA,San Joaquin,37.743040,-121.238381
95338,Mariposa,CA,Mariposa,37.508765,-119.982496
95340,Red Top,CA,Merced,37.345785,-120.424150
95345,Midpines,CA,Mariposa,37.583767,-119.976728
95346,Mi Wuk Village,CA,Tuolumne,38.065528,-120.170699
95348,Merced,CA,Merced,37.392287,-120.498299
95350,Modesto,CA,Stanislaus,37.671978,-121.007405
95351,Modesto,CA,Stanislaus,37.623601,-120.996324
95354,Modesto,CA,Stanislaus,37.639029,-120.964772
95355,Modesto,CA,Stanislaus,37.672906,-120.946594
95356,Modesto,CA,Stanislaus,37.718023,-121.032714
95357,Modesto,CA,Stanislaus,37.672536,-120.887136
95358,Modesto,CA,Stanislaus,37.612612,-121.108568
95360,Newman,CA,Stanislaus,37.325955,-121.193383
95361,Knights Ferry,CA,Stanislaus,37.786492,-120.757696
95363,Patterson,CA,Stanislaus,37.452894,-121.229950
95364,Pinecrest,CA,Tuolumne,38.258381,-119.783030
95365,Planada,CA,Merced,37.331113,-120.294817
95366,Ripon,CA,San Joaquin,37.762939,-121.125614
95367,Riverbank,CA,Stanislaus,37.729282,-120.942905
95368,Salida,CA,Stanislaus,37.715625,-121.089243
95369,Snelling,CA,Merced,37.531787,-120.435972
95370,Sonora,CA,Tuolumne,37.984549,-120.349264
95372,Soulsbyville,CA,Tuolumne,37.991339,-120.262774
95374,Stevinson,CA,Merced,37.316807,-120.855753
95376,Tracy,CA,San Joaquin,37.737191,-121.433384
95379,Tuolumne,CA,Tuolumne,37.939768,-120.188002
95380,Turlock,CA,Stanislaus,37.474396,-120.875917
95382,Turlock,CA,Stanislaus,37.528476,-120.853313
95383,Twain Harte,CA,Tuolumne,38.107441,-120.230625
95385,Vernalis,CA,Stanislaus,37.610740,-121.247330
95386,Waterford,CA,Stanislaus,37.668877,-120.627047
95387,Westley,CA,Stanislaus,37.498700,-121.298493
95388,Winton,CA,Merced,37.414670,-120.586787
95389,Yosemite Lodge,CA,Mariposa,37.626489,-119.681280
95401,Santa Rosa,CA,Sonoma,38.449137,-122.793752
95403,Santa Rosa,CA,Sonoma,38.503684,-122.754057
95404,Santa Rosa,CA,Sonoma,38.526298,-122.690960
95405,Santa Rosa,CA,Sonoma,38.437114,-122.665993
95407,Santa Rosa,CA,Sonoma,38.393301,-122.745048
95409,Santa Rosa,CA,Sonoma,38.468893,-122.580539
95410,Albion,CA,Mendocino,39.204746,-123.690534
95412,Annapolis,CA,Sonoma,38.713421,-123.349777
95415,Boonville,CA,Mendocino,39.015251,-123.370756
95417,Branscomb,CA,Mendocino,39.689790,-123.610022
95419,Camp Meeker,CA,Sonoma,38.417883,-122.959401
95420,Caspar,CA,Mendocino,39.366146,-123.804985
95421,Cazadero,CA,Sonoma,38.628044,-123.159486
95422,Clearlake,CA,Lake,38.973642,-122.622751
95423,Clearlake Oaks,CA,Lake,39.064446,-122.626701
95424,Clearlake Park,CA,Lake,38.985997,-122.661027
95425,Cloverdale,CA,Sonoma,38.823075,-123.063567
95426,Loch Lomond,CA,Lake,38.832457,-122.730395
95427,Comptche,CA,Mendocino,39.244183,-123.563531
95428,Covelo,CA,Mendocino,39.824434,-123.178799
95429,Dos Rios,CA,Mendocino,39.720542,-123.300585
95430,Duncans Mills,CA,Sonoma,38.461425,-123.047185
95431,Eldridge,CA,Sonoma,38.348343,-122.517056
95432,Elk,CA,Mendocino,39.108252,-123.645121
95436,Forestville,CA,Sonoma,38.486970,-122.905772
95437,Fort Bragg,CA,Mendocino,39.485860,-123.742891
95439,Fulton,CA,Sonoma,38.493179,-122.777546
95441,Geyserville,CA,Sonoma,38.731694,-122.906768
95442,Glen Ellen,CA,Sonoma,38.371334,-122.487136
95443,Glenhaven,CA,Lake,39.054131,-122.751233
95444,Graton,CA,Sonoma,38.433216,-122.869001
95445,Gualala,CA,Mendocino,38.832535,-123.472567
95446,Guerneville,CA,Sonoma,38.527164,-123.007892
95448,Healdsburg,CA,Sonoma,38.627028,-122.891580
95449,Hopland,CA,Mendocino,38.943196,-123.101055
95450,Jenner,CA,Sonoma,38.501363,-123.170879
95451,Kelseyville,CA,Lake,38.922131,-122.789559
95452,Kenwood,CA,Sonoma,38.425523,-122.535210
95453,Lakeport,CA,Lake,39.044761,-122.942355
95454,Laytonville,CA,Mendocino,39.806149,-123.516010
95456,Littleriver,CA,Mendocino,39.258295,-123.760729
95457,Lower Lake,CA,Lake,38.882973,-122.532720
95458,Lucerne,CA,Lake,39.161278,-122.745312
95459,Manchester,CA,Mendocino,38.989323,-123.626842
95460,Mendocino,CA,Mendocino,39.305245,-123.748616
95461,Middletown,CA,Lake,38.752774,-122.557196
95462,Russian River Md,CA,Sonoma,38.462146,-123.018428
95463,Navarro,CA,Mendocino,39.186791,-123.558382
95464,Nice,CA,Lake,39.128363,-122.849302
95465,Occidental,CA,Sonoma,38.421306,-123.065708
95466,Philo,CA,Mendocino,39.081822,-123.504872
95468,Point Arena,CA,Mendocino,38.916214,-123.605813
95469,Potter Valley,CA,Mendocino,39.390917,-123.052841
95470,Redwood Valley,CA,Mendocino,39.314030,-123.249924
95471,Rio Nido,CA,Sonoma,38.524077,-122.968774
95472,Freestone,CA,Sonoma,38.398815,-122.861923
95476,Sonoma,CA,Sonoma,38.254935,-122.470703
95480,Stewarts Point,CA,Sonoma,38.676694,-123.372059
95481,Talmage,CA,Mendocino,39.127247,-123.164533
95482,Ukiah,CA,Mendocino,39.121234,-123.242350
95485,Upper Lake,CA,Lake,39.225478,-122.922912
95488,Westport,CA,Mendocino,39.683731,-123.741578
95490,Willits,CA,Mendocino,39.492842,-123.340973
95492,Windsor,CA,Sonoma,38.528079,-122.821349
95493,Witter Springs,CA,Lake,39.184728,-122.969574
95494,Yorkville,CA,Mendocino,38.889651,-123.337821
95497,The Sea Ranch,CA,Sonoma,38.742903,-123.476087
95501,Eureka,CA,Humboldt,40.798802,-124.151920
95502,Eureka,CA,Humboldt,40.733552,-123.944021
95503,Eureka,CA,Humboldt,40.737431,-124.108897
95511,Alderpoint,CA,Humboldt,40.141856,-123.681921
95514,Blocksburg,CA,Humboldt,40.294713,-123.653473
95519,Zcta 95519,CA,Humboldt,40.959368,-124.051236
95521,Mc Kinleyville,CA,Humboldt,40.855672,-124.066720
95524,Bayside,CA,Humboldt,40.825486,-124.049485
95525,Blue Lake,CA,Humboldt,40.921430,-123.815266
95526,Ruth,CA,Humboldt,40.459063,-123.673165
95527,Burnt Ranch,CA,Trinity,41.012258,-123.387964
95528,Carlotta,CA,Humboldt,40.497283,-123.930370
95531,Crescent City,CA,Del Norte,41.819578,-124.065667
95536,Ferndale,CA,Humboldt,40.523168,-124.326632
95537,Fields Landing,CA,Humboldt,40.726752,-124.217378
95540,Fortuna,CA,Humboldt,40.578828,-124.136869
95542,Garberville,CA,Humboldt,40.080405,-123.783948
95543,Gasquet,CA,Del Norte,41.870812,-123.862770
95545,Honeydew,CA,Humboldt,40.280389,-124.063670
95546,Hoopa,CA,Humboldt,41.092824,-123.675804
95547,Hydesville,CA,Humboldt,40.557483,-124.081215
95548,Klamath,CA,Del Norte,41.593204,-124.045992
95549,Kneeland,CA,Humboldt,40.666702,-123.908398
95550,Korbel,CA,Humboldt,40.781218,-123.826383
95551,Loleta,CA,Humboldt,40.674987,-124.231146
95552,Mad River,CA,Trinity,40.203939,-123.219559
95553,Miranda,CA,Humboldt,40.244215,-123.888871
95554,Myers Flat,CA,Humboldt,40.296346,-123.777112
95555,Orick,CA,Humboldt,41.241807,-123.913425
95556,Orleans,CA,Humboldt,41.308073,-123.586216
95558,Petrolia,CA,Humboldt,40.298264,-124.243071
95559,Phillipsville,CA,Humboldt,40.183684,-123.744917
95560,Redway,CA,Humboldt,40.168801,-123.826148
95562,Rio Dell,CA,Humboldt,40.472423,-124.121840
95563,Salyer,CA,Trinity,40.877330,-123.499144
95564,Samoa,CA,Humboldt,40.791020,-124.204640
95565,Scotia,CA,Humboldt,40.455189,-124.015148
95567,Smith River,CA,Del Norte,41.950683,-124.097094
95568,Somes Bar,CA,Siskiyou,41.452691,-123.464803
95569,Redcrest,CA,Humboldt,40.378861,-123.844997
95570,Westhaven,CA,Humboldt,41.080058,-124.156283
95571,Weott,CA,Humboldt,40.322772,-123.920622
95573,Willow Creek,CA,Humboldt,40.914926,-123.668723
95585,Leggett,CA,Mendocino,39.844682,-123.656929
95587,Piercy,CA,Mendocino,39.963270,-123.775737
95589,Whitethorn,CA,Humboldt,40.055796,-123.969269
95595,Zenia,CA,Trinity,40.109806,-123.425498
95601,Amador City,CA,Amador,38.426699,-120.825717
95602,Auburn,CA,Placer,38.990030,-121.114408
95603,Auburn,CA,Placer,38.915869,-121.080284
95605,Bryte,CA,Yolo,38.593521,-121.539867
95606,Brooks,CA,Yolo,38.756186,-122.195441
95607,Capay,CA,Yolo,38.834470,-122.127165
95608,Carmichael,CA,Sacramento,38.624150,-121.324911
95610,Citrus Heights,CA,Sacramento,38.694908,-121.271772
95612,Clarksburg,CA,Yolo,38.384648,-121.578701
95613,Coloma,CA,El Dorado,38.814190,-120.895188
95614,Cool,CA,El Dorado,38.886062,-120.982388
95615,Courtland,CA,Sacramento,38.324029,-121.546207
95616,Davis,CA,Yolo,38.554130,-121.798469
95618,El Macero,CA,Yolo,38.543211,-121.681500
95619,Diamond Springs,CA,El Dorado,38.680605,-120.814261
95620,Liberty Farms,CA,Solano,38.412615,-121.756222
95621,Citrus Heights,CA,Sacramento,38.695704,-121.308303
95623,El Dorado,CA,El Dorado,38.605289,-120.856630
95624,Elk Grove,CA,Sacramento,38.427651,-121.315627
95625,Elmira,CA,Solano,38.358121,-121.911547
95626,Elverta,CA,Sacramento,38.733145,-121.468174
95627,Esparto,CA,Yolo,38.734513,-122.025346
95628,Fair Oaks,CA,Sacramento,38.652065,-121.254410
95629,Fiddletown,CA,Amador,38.516474,-120.688517
95630,El Dorado Hills,CA,Sacramento,38.666597,-121.141636
95631,Foresthill,CA,Placer,39.053461,-120.795632
95632,Galt,CA,Sacramento,38.274451,-121.259201
95633,Garden Valley,CA,El Dorado,38.844519,-120.826574
95634,Georgetown,CA,El Dorado,38.938067,-120.768776
95635,Greenwood,CA,El Dorado,38.904300,-120.914049
95636,Grizzly Flats,CA,El Dorado,38.621278,-120.383217
95637,Guinda,CA,Yolo,38.834139,-122.236937
95638,Herald,CA,Sacramento,38.313448,-121.123886
95639,Hood,CA,Sacramento,38.389030,-121.500428
95640,Ione,CA,Amador,38.325248,-120.955787
95641,Isleton,CA,Sacramento,38.140308,-121.589599
95642,Jackson,CA,Amador,38.343033,-120.760921
95645,Knights Landing,CA,Yolo,38.884891,-121.778654
95646,Kirkwood,CA,Alpine,38.689283,-120.054929
95648,Lincoln,CA,Placer,38.922812,-121.312005
95650,Loomis,CA,Placer,38.809174,-121.171375
95651,Lotus,CA,El Dorado,38.817820,-120.929272
95653,Madison,CA,Yolo,38.697600,-121.978759
95655,Mather Afb,CA,Sacramento,38.549228,-121.278598
95658,Newcastle,CA,Placer,38.883224,-121.159180
95659,Trowbridge,CA,Sutter,38.842230,-121.572164
95660,North Highlands,CA,Sacramento,38.678545,-121.379969
95661,Roseville,CA,Placer,38.741074,-121.247693
95662,Orangevale,CA,Sacramento,38.689174,-121.218435
95663,Penryn,CA,Placer,38.855811,-121.182313
95664,Pilot Hill,CA,El Dorado,38.800662,-121.036736
95665,Pine Grove,CA,Amador,38.402083,-120.649676
95666,Pioneer,CA,Amador,38.523860,-120.376629
95667,Placerville,CA,El Dorado,38.734925,-120.789952
95668,Pleasant Grove,CA,Sutter,38.833554,-121.498102
95669,Plymouth,CA,Amador,38.482619,-120.899472
95670,Gold River,CA,Sacramento,38.604269,-121.280327
95672,Rescue,CA,El Dorado,38.725093,-121.000439
95673,Rio Linda,CA,Sacramento,38.689241,-121.459014
95674,Rio Oso,CA,Sutter,38.954159,-121.481870
95675,River Pines,CA,Amador,38.544700,-120.740500
95676,Robbins,CA,Sutter,38.868875,-121.709490
95677,Rocklin,CA,Placer,38.791075,-121.234854
95678,Roseville,CA,Placer,38.764073,-121.287515
95681,Sheridan,CA,Placer,38.995557,-121.353545
95682,Cameron Park,CA,El Dorado,38.612129,-120.964522
95683,Rancho Murieta,CA,Sacramento,38.511992,-121.096260
95684,Somerset,CA,El Dorado,38.593273,-120.585956
95685,Sutter Creek,CA,Amador,38.431898,-120.770657
95686,Thornton,CA,San Joaquin,38.157794,-121.520223
95687,Vacaville,CA,Solano,38.333133,-121.920151
95688,Vacaville,CA,Solano,38.408571,-122.022775
95689,Volcano,CA,Amador,38.478832,-120.611993
95690,Walnut Grove,CA,Sacramento,38.199576,-121.618273
95691,West Sacramento,CA,Yolo,38.627951,-121.593287
95692,Wheatland,CA,Yuba,39.046931,-121.403091
95693,Wilton,CA,Sacramento,38.399550,-121.210347
95694,Winters,CA,Yolo,38.568491,-122.080210
95695,Woodland,CA,Yolo,38.687044,-121.857080
